date,product,usd,tons
2008-07-01,soybean_oil,391366351,316211.1470498815
2008-07-01,soybeans,1901275510,3981781.512353897
2008-08-01,soybean_meal,362675368,953820.6902084351
2008-08-01,soybean_oil,263473168,211747.1735956995
2008-08-01,soybeans,1219805263,2358357.236579288
2008-09-01,soybean_meal,412772043,1091998.149402142
2008-09-01,soybean_oil,308213072,247642.4248161465
2008-09-01,soybeans,900387877,1862074.417038549
2008-10-01,soybean_meal,392894056,1123832.396465063
2008-10-01,soybean_oil,249702262,220531.3987894672
2008-10-01,soybeans,524600119,1061519.002996804
2008-11-01,soybean_meal,351719385,1041127.404330447
2008-11-01,soybean_oil,136767485,152832.7467572689
2008-11-01,soybeans,311200401,723592.0379028879
2008-12-01,soybean_meal,243963398,782809.0374107361
2008-12-01,soybean_oil,113655327,141111.9050399065
2008-12-01,soybeans,332309772,750385.329870224
2009-01-01,soybean_meal,299495021,936997.0481567383
2009-01-01,soybean_oil,85951938,114920.0568577368
2009-01-01,soybeans,252959462,614533.770904541
2009-02-01,soybean_meal,187684307,567048.242477417
2009-02-01,soybean_oil,43264787,54358.79588856082
2009-02-01,soybeans,264403833,689458.7925575897
2009-03-01,soybean_meal,275470905,840236.581703186
2009-03-01,soybean_oil,121208685,170697.1298989058
2009-03-01,soybeans,973431493,2642917.24130447
2009-04-01,soybean_meal,417996766,1295611.615903854
2009-04-01,soybean_oil,125927475,178429.4023066059
2009-04-01,soybeans,1541845322,4492842.135315832
2009-05-01,soybean_meal,492072638,1431155.362072065
2009-05-01,soybean_oil,103229542,133577.290437148
2009-05-01,soybeans,1722970832,4677650.448399112
2009-06-01,soybean_meal,537489543,1383453.511648566
2009-06-01,soybean_oil,141500974,179137.8006283641
2009-06-01,soybeans,2576871968,6174353.007995605
2009-07-01,soybean_meal,545802752,1326955.675832748
2009-07-01,soybean_oil,190258621,239642.3368201256
2009-07-01,soybeans,1467994595,3347247.720940148
2009-08-01,soybean_meal,451727966,1113103.865074158
2009-08-01,soybean_oil,171403620,210577.334239006
2009-08-01,soybeans,1306234492,2979620.763467787
2009-09-01,soybean_meal,452347344,1091793.500602722
2009-09-01,soybean_oil,83641985,108032.0715284701
2009-09-01,soybeans,817739522,1830429.98312591
2009-10-01,soybean_meal,352481515,843596.9642276764
2009-10-01,soybean_oil,106233850,132580.1964288726
2009-10-01,soybeans,315674629,722695.244994048
2009-11-01,soybean_meal,304758549,745011.4086914063
2009-11-01,soybean_oil,40471569,48956.31245171628
2009-11-01,soybeans,84126894,185808.3962849677
2009-12-01,soybean_meal,274069813,674826.3059329987
2009-12-01,soybean_oil,14663388,16837.25990001857
2009-12-01,soybeans,99044445,203144.8871536255
2010-01-01,soybean_meal,254616642,633995.5743408203
2010-01-01,soybean_oil,16042571,17855.9730216302
2010-01-01,soybeans,45344090,93039.82716178894
2010-02-01,soybean_meal,260824027,697732.2817420959
2010-02-01,soybean_oil,55938723,67597.45015728474
2010-02-01,soybeans,265511705,663770.9493110329
2010-03-01,soybean_meal,402979801,1148046.034593582
2010-03-01,soybean_oil,53369410,65033.12975526601
2010-03-01,soybeans,1164529634,3085119.903756626
2010-04-01,soybean_meal,347225298,1121861.529205322
2010-04-01,soybean_oil,104994014,125645.9734496842
2010-04-01,soybeans,1790568517,4894674.990357388
2010-05-01,soybean_meal,455392300,1496343.700019836
2010-05-01,soybean_oil,110157215,132920.6752119306
2010-05-01,soybeans,2089590161,5696187.549229894
2010-06-01,soybean_meal,440730473,1418137.888917923
2010-06-01,soybean_oil,204742488,250186.5748279765
2010-06-01,soybeans,1488413695,4039679.888895258
2010-07-01,soybean_meal,463228960,1482563.778039185
2010-07-01,soybean_oil,225924268,275608.8342912495
2010-07-01,soybeans,1495975867,3999165.188580448
2010-08-01,soybean_meal,344753083,1036609.744865417
2010-08-01,soybean_oil,159805197,186806.7837953605
2010-08-01,soybeans,1155819865,2966414.850597024
2010-09-01,soybean_meal,514843556,1467079.363315582
2010-09-01,soybean_oil,106501300,124757.1257926375
2010-09-01,soybeans,823948371,2008330.591235764
2010-10-01,soybean_meal,457918382,1225254.595784664
2010-10-01,soybean_oil,97204495,107904.857560318
2010-10-01,soybeans,430477795,1013190.033196449
2010-11-01,soybean_meal,417684906,1056715.981395721
2010-11-01,soybean_oil,128335612,128283.4025466908
2010-11-01,soybeans,139524491,301252.4908967614
2010-12-01,soybean_meal,358335812,881758.6787109375
2010-12-01,soybean_oil,84635760,77167.4328994751
2010-12-01,soybeans,145958147,292605.1350678205
2011-01-01,soybean_meal,388551304,954908.5286216736
2011-01-01,soybean_oil,102362512,85981.31397271156
2011-01-01,soybeans,107134951,208095.9530268274
2011-02-01,soybean_meal,244239363,574133.035774231
2011-02-01,soybean_oil,161653827,131193.1688000858
2011-02-01,soybeans,111011996,224881.02663479
2011-03-01,soybean_meal,477699270,1139295.990268707
2011-03-01,soybean_oil,186052377,155781.9682877511
2011-03-01,soybeans,1383486048,2733616.454071105
2011-04-01,soybean_meal,525578301,1231647.660005569
2011-04-01,soybean_oil,99553761,78506.41553893313
2011-04-01,soybeans,2417293269,5089786.279413223
2011-05-01,soybean_meal,608816217,1542188.492694855
2011-05-01,soybean_oil,209722263,173104.6621887609
2011-05-01,soybeans,2558511249,5305717.186132431
2011-06-01,soybean_meal,652054524,1684329.274012482
2011-06-01,soybean_oil,238205695,189817.2230302766
2011-06-01,soybeans,2231987326,4553503.078387827
2011-07-01,soybean_meal,462301353,1179449.429782867
2011-07-01,soybean_oil,244219938,198192.1642484218
2011-07-01,soybeans,1841148599,3738040.529220581
2011-08-01,soybean_meal,464600856,1204360.650605679
2011-08-01,soybean_oil,181833706,145686.4919810777
2011-08-01,soybeans,1898836203,3681740.768864498
2011-09-01,soybean_meal,513601152,1265207.823085785
2011-09-01,soybean_oil,242921600,191571.113489151
2011-09-01,soybeans,1458146146,2798345.868365288
2011-10-01,soybean_meal,545392419,1380406.217906952
2011-10-01,soybean_oil,112481969,89360.89808011055
2011-10-01,soybeans,739963658,1413186.052992323
2011-11-01,soybean_meal,445859402,1200129.296388626
2011-11-01,soybean_oil,212479304,186406.3542208597
2011-11-01,soybeans,878197383,1758847.231890587
2011-12-01,soybean_meal,360719783,978813.4884147644
2011-12-01,soybean_oil,130492822,110891.3693366349
2011-12-01,soybeans,696235790,1469779.408489216
2012-01-01,soybean_meal,378495830,1051722.100390911
2012-01-01,soybean_oil,112709795,103218.9672390744
2012-01-01,soybeans,461791913,1011707.979469299
2012-02-01,soybean_meal,357425252,996816.7612876892
2012-02-01,soybean_oil,113894709,101639.8771486878
2012-02-01,soybeans,715515063,1568331.085859299
2012-03-01,soybean_meal,399319215,1052127.161874831
2012-03-01,soybean_oil,225182465,195072.2502968907
2012-03-01,soybeans,2062711601,4236918.742750927
2012-04-01,soybean_meal,469095073,1143918.277677059
2012-04-01,soybean_oil,170296183,143281.8950964491
2012-04-01,soybeans,2261503830,4430830.109674156
2012-05-01,soybean_meal,671051181,1605027.406608582
2012-05-01,soybean_oil,380230057,315363.0787364841
2012-05-01,soybeans,3837798769,7268744.270205772
2012-06-01,soybean_meal,534859355,1234637.994225502
2012-06-01,soybean_oil,181271078,151769.0608451962
2012-06-01,soybeans,2591102352,4839663.928245395
2012-07-01,soybean_meal,703819743,1539521.879631042
2012-07-01,soybean_oil,191475021,164946.1213022918
2012-07-01,soybeans,2246274707,4122899.735241239
2012-08-01,soybean_meal,691379330,1355393.838371277
2012-08-01,soybean_oil,223797632,191011.1839578599
2012-08-01,soybeans,1426016258,2430615.755647352
2012-09-01,soybean_meal,606706610,1138738.0521698
2012-09-01,soybean_oil,151614705,128093.2233707607
2012-09-01,soybeans,1009436666,1681215.966151351
2012-10-01,soybean_meal,732563663,1377593.409229636
2012-10-01,soybean_oil,157700708,131294.8517272174
2012-10-01,soybeans,573738630,906884.0676293089
2012-11-01,soybean_meal,590356687,969924.1583442688
2012-11-01,soybean_oil,92253626,74595.93187303282
2012-11-01,soybeans,166140844,258967.1241610739
2012-12-01,soybean_meal,460385505,823620.8308105469
2012-12-01,soybean_oil,66141615,53536.88260544837
2012-12-01,soybeans,90022497,135027.9577131411
2013-01-01,soybean_meal,333093826,616537.458240509
2013-01-01,soybean_oil,39306531,33865.93523463607
2013-01-01,soybeans,257122,284.0160035546869
2013-02-01,soybean_meal,355003354,669674.5035133362
2013-02-01,soybean_oil,39480857,32844.74983208627
2013-02-01,soybeans,516592214,959633.4096676335
2013-03-01,soybean_meal,309701668,616892.2857341766
2013-03-01,soybean_oil,154672781,136661.2249518773
2013-03-01,soybeans,1910234391,3535788.199535677
2013-04-01,soybean_meal,604019316,1256481.246602178
2013-04-01,soybean_oil,125026484,117299.7691237628
2013-04-01,soybeans,3797342586,7154619.366836816
2013-05-01,soybean_meal,650203090,1380915.611369509
2013-05-01,soybean_oil,141431003,133849.0449384451
2013-05-01,soybeans,4152649753,7951538.970405927
2013-06-01,soybean_meal,618275720,1266447.311818838
2013-06-01,soybean_oil,128961173,124467.6403992176
2013-06-01,soybeans,3436765490,6497175.544765234
2013-07-01,soybean_meal,769785674,1601467.879039764
2013-07-01,soybean_oil,121145200,120938.2672284245
2013-07-01,soybeans,3059711867,5658283.42721704
2013-08-01,soybean_meal,619405869,1253309.703186035
2013-08-01,soybean_oil,107276922,108802.5953318477
2013-08-01,soybeans,2894100671,5375717.491797215
2013-09-01,soybean_meal,727092721,1408720.905419556
2013-09-01,soybean_oil,164258775,180749.0386568308
2013-09-01,soybeans,1851415204,3469039.220078433
2013-10-01,soybean_meal,578549870,1086048.445041656
2013-10-01,soybean_oil,166127212,181694.2122601271
2013-10-01,soybeans,819712043,1503687.467247269
2013-11-01,soybean_meal,716607962,1265037.188079834
2013-11-01,soybean_oil,91251755,96376.21751482587
2013-11-01,soybeans,349309289,647862.77308622
2013-12-01,soybean_meal,505528910,912012.4013566971
2013-12-01,soybean_oil,83740562,92007.20722040534
2013-12-01,soybeans,23416589,41444.36514235265
2014-01-01,soybean_meal,495242391,901667.5720367432
2014-01-01,soybean_oil,72098649,77228.4150647521
2014-01-01,soybeans,17809847,30606.31428265572
2014-02-01,soybean_meal,269926723,506609.5901603699
2014-02-01,soybean_oil,34643758,40247.86885892227
2014-02-01,soybeans,1385781146,2789537.187855316
2014-03-01,soybean_meal,362623656,727041.3495635986
2014-03-01,soybean_oil,113435487,127584.5362381041
2014-03-01,soybeans,3146413558,6226713.295643402
2014-04-01,soybean_meal,709273736,1330400.33836174
2014-04-01,soybean_oil,109923641,124035.2039631456
2014-04-01,soybeans,4133621975,8248785.300886278
2014-05-01,soybean_meal,743579784,1420161.436612854
2014-05-01,soybean_oil,112171158,121422.2491351068
2014-05-01,soybeans,3866208695,7609782.442355319
2014-06-01,soybean_meal,918203165,1681355.4753685
2014-06-01,soybean_oil,134127870,152145.9085178748
2014-06-01,soybeans,3571995210,6893161.853537514
2014-07-01,soybean_meal,657237293,1253038.786446406
2014-07-01,soybean_oil,130846863,145687.8144052625
2014-07-01,soybeans,3151183394,6043522.619468976
2014-08-01,soybean_meal,846998233,1636279.186794663
2014-08-01,soybean_oil,128951168,147005.2320978045
2014-08-01,soybeans,2135354923,4119263.273075931
2014-09-01,soybean_meal,586122209,1228442.046390533
2014-09-01,soybean_oil,59342927,70170.62434135377
2014-09-01,soybeans,1347500294,2669832.537720181
2014-10-01,soybean_meal,532712062,1180894.086524963
2014-10-01,soybean_oil,88094040,115937.5529734567
2014-10-01,soybeans,363993310,740838.515802376
2014-11-01,soybean_meal,470490926,981369.7494784594
2014-11-01,soybean_oil,79787395,103007.1628362257
2014-11-01,soybeans,81601150,176556.4641236714
2014-12-01,soybean_meal,408169666,869062.9505721331
2014-12-01,soybean_oil,64655288,79127.76939123869
2014-12-01,soybeans,73572924,138580.6309207976
2015-01-01,soybean_meal,407494344,906058.3336696625
2015-01-01,soybean_oil,79195084,98299.62730813026
2015-01-01,soybeans,35102725,85335.61604716629
2015-02-01,soybean_meal,300534275,685506.3409404755
2015-02-01,soybean_oil,79119633,104057.2397475392
2015-02-01,soybeans,346160419,868658.8899740279
2015-03-01,soybean_meal,545184032,1335491.798988342
2015-03-01,soybean_oil,49776465,67277.81940507889
2015-03-01,soybeans,2211790279,5592087.371860266
2015-04-01,soybean_meal,468725277,1197636.092002869
2015-04-01,soybean_oil,92627244,132484.5658448935
2015-04-01,soybeans,2527300192,6532708.254263997
2015-05-01,soybean_meal,633014436,1588950.928092957
2015-05-01,soybean_oil,91850983,132542.6122466102
2015-05-01,soybeans,3611778383,9338527.275584579
2015-06-01,soybean_meal,620167860,1622768.465899944
2015-06-01,soybean_oil,102488652,143805.6036973054
2015-06-01,soybeans,3762210842,9810092.201107102
2015-07-01,soybean_meal,638928661,1709439.869079972
2015-07-01,soybean_oil,70177091,98509.33655780554
2015-07-01,soybeans,3224052598,8440388.131620139
2015-08-01,soybean_meal,429736955,1109455.210969925
2015-08-01,soybean_oil,180576676,268371.1858413517
2015-08-01,soybeans,2004886432,5161857.032059815
2015-09-01,soybean_meal,427056944,1103264.710351944
2015-09-01,soybean_oil,111051035,166756.5231247246
2015-09-01,soybeans,1429975247,3705390.775931211
2015-10-01,soybean_meal,527728651,1398753.246984482
2015-10-01,soybean_oil,108108502,165509.2965666652
2015-10-01,soybeans,989567116,2594061.486938363
2015-11-01,soybean_meal,435840365,1126563.896440102
2015-11-01,soybean_oil,73664627,116826.6319754645
2015-11-01,soybeans,551127664,1442936.442662391
2015-12-01,soybean_meal,386597279,1042707.486983299
2015-12-01,soybean_oil,115338933,175433.7419801876
2015-12-01,soybeans,281720842,731439.8977931235
2016-01-01,soybean_meal,420830129,1184919.384807587
2016-01-01,soybean_oil,52664912,77942.93300426472
2016-01-01,soybeans,147635092,394431.6034299731
2016-02-01,soybean_meal,281041511,838195.0639133453
2016-02-01,soybean_oil,38282658,54250.96377658099
2016-02-01,soybeans,715347987,2036818.346253395
2016-03-01,soybean_meal,470635938,1496666.536569908
2016-03-01,soybean_oil,79216825,116715.7919508666
2016-03-01,soybeans,2924902326,8374549.301450729
2016-04-01,soybean_meal,452202035,1431199.306063294
2016-04-01,soybean_oil,59723772,87369.78910163045
2016-04-01,soybeans,3532197485,10085381.08893967
2016-05-01,soybean_meal,661861216,1928873.537639618
2016-05-01,soybean_oil,128758205,183341.9143879861
2016-05-01,soybeans,3599734452,9913620.124668121
2016-06-01,soybean_meal,568489579,1565471.166150359
2016-06-01,soybean_oil,122546880,172209.3626760244
2016-06-01,soybeans,2969548945,7755861.861559987
2016-07-01,soybean_meal,557480612,1385793.314014435
2016-07-01,soybean_oil,61063082,81934.29589931667
2016-07-01,soybeans,2424232316,5786288.090583801
2016-08-01,soybean_meal,462003765,1092957.301833345
2016-08-01,soybean_oil,117507361,170861.8955035107
2016-08-01,soybeans,1590492888,3816070.549768046
2016-09-01,soybean_meal,366699659,915316.5747642517
2016-09-01,soybean_oil,108262123,147231.2378017157
2016-09-01,soybeans,606519905,1443401.674665451
2016-10-01,soybean_meal,277461676,724670.7520245314
2016-10-01,soybean_oil,11853248,13544.30835257936
2016-10-01,soybeans,413785766,998191.5375768989
2016-11-01,soybean_meal,302070247,867679.3052371107
2016-11-01,soybean_oil,58472629,74150.42603461444
2016-11-01,soybeans,130913191,316094.3009466118
2016-12-01,soybean_meal,372004358,1012049.270865604
2016-12-01,soybean_oil,59166636,73989.38376031071
2016-12-01,soybeans,273121796,653098.3979937597
2017-01-01,soybean_meal,535662457,1391625.265599251
2017-01-01,soybean_oil,60550352,74132.78317588568
2017-01-01,soybeans,364832837,911826.9406119883
2017-02-01,soybean_meal,240436720,711083.8055973053
2017-02-01,soybean_oil,64475252,79146.928596735
2017-02-01,soybeans,1404183305,3509447.295365479
2017-03-01,soybean_meal,434204381,1158314.682789624
2017-03-01,soybean_oil,89647296,115069.0998235862
2017-03-01,soybeans,3522912083,8950550.218993336
2017-04-01,soybean_meal,470113661,1328481.648136139
2017-04-01,soybean_oil,134100923,181338.5117682815
2017-04-01,soybeans,3937128179,10402429.45283198
2017-05-01,soybean_meal,568282743,1629517.834695816
2017-05-01,soybean_oil,89792207,119946.8296647519
2017-05-01,soybeans,4041989755,10901536.36534952
2017-06-01,soybean_meal,472624283,1391020.487672806
2017-06-01,soybean_oil,132155730,178899.7242798507
2017-06-01,soybeans,3342560617,9165862.529216275
2017-07-01,soybean_meal,402700259,1156016.904940605
2017-07-01,soybean_oil,114813723,150898.7394607067
2017-07-01,soybeans,2534393319,6954980.439022064
2017-08-01,soybean_meal,426044980,1226527.22146225
2017-08-01,soybean_oil,115170257,154493.2753958702
2017-08-01,soybeans,2236097286,5952411.29147169
2017-09-01,soybean_meal,389053705,1163268.959720612
2017-09-01,soybean_oil,22937669,25047.35398545861
2017-09-01,soybeans,1610496251,4272462.883189559
2017-10-01,soybean_meal,423416152,1275508.470657349
2017-10-01,soybean_oil,100826893,127573.7756792381
2017-10-01,soybeans,939520529,2486938.160891216
2017-11-01,soybean_meal,374573268,1071321.161962986
2017-11-01,soybean_oil,66740716,84874.87557716994
2017-11-01,soybeans,815375845,2142729.385175705
2017-12-01,soybean_meal,236110837,674057.2897863388
2017-12-01,soybean_oil,39731081,50943.49505930021
2017-12-01,soybeans,913311903,2355417.956993155
2018-01-01,soybean_meal,395308222,1127834.088385016
2018-01-01,soybean_oil,42213929,54203.0950587932
2018-01-01,soybeans,594242293,1563569.023249883
2018-02-01,soybean_meal,481510506,1354674.912599087
2018-02-01,soybean_oil,99827820,131028.5134530719
2018-02-01,soybeans,1092875858,2863252.695486884
2018-03-01,soybean_meal,507089796,1323290.75716877
2018-03-01,soybean_oil,84487302,110829.4729535282
2018-03-01,soybeans,3432762703,8808907.680095701
2018-04-01,soybean_meal,614207329,1552532.503784031
2018-04-01,soybean_oil,129154821,171209.7343716267
2018-04-01,soybeans,4112131223,10257469.37232445
2018-05-01,soybean_meal,709929403,1652901.130622864
2018-05-01,soybean_oil,96900965,129544.9158890841
2018-05-01,soybeans,4986940615,12325914.09536074
2018-06-01,soybean_meal,630043965,1559638.237119675
2018-06-01,soybean_oil,93834896,129293.8589206169
2018-06-01,soybeans,4191526266,10401504.60837173
2018-07-01,soybean_meal,724681618,1729539.241718505
2018-07-01,soybean_oil,151100532,215293.7441924736
2018-07-01,soybeans,4078527872,10197082.36162375
2018-08-01,soybean_meal,619148616,1455207.646759987
2018-08-01,soybean_oil,148042747,214870.4095787196
2018-08-01,soybeans,3198604667,8090583.343447646
2018-09-01,soybean_meal,495828481,1254141.53099972
2018-09-01,soybean_oil,62181765,91273.45746670442
2018-09-01,soybeans,1760329749,4421858.459173337
2018-10-01,soybean_meal,437843095,1122743.941116333
2018-10-01,soybean_oil,64284778,92528.37409958406
2018-10-01,soybeans,1932022528,4920493.147466904
2018-11-01,soybean_meal,441215163,1047385.602510622
2018-11-01,soybean_oil,21015646,29072.37610299885
2018-11-01,soybeans,1784593978,4527320.565697165
2018-12-01,soybean_meal,567230170,1490086.253836676
2018-12-01,soybean_oil,32186706,45208.16104176501
2018-12-01,soybeans,1455299155,3769480.209069422
2019-01-01,soybean_meal,471693424,1236373.723937988
2019-01-01,soybean_oil,32201986,48803.7033545021
2019-01-01,soybeans,740006941,1956960.023582643
2019-02-01,soybean_meal,314022118,899407.0296611786
2019-02-01,soybean_oil,27183720,40594.12441835983
2019-02-01,soybeans,1871100056,5258178.257210741
2019-03-01,soybean_meal,521872279,1409536.074159622
2019-03-01,soybean_oil,56431779,82673.62473229819
2019-03-01,soybeans,2942617676,8238685.671993954
2019-04-01,soybean_meal,500723473,1431331.066228897
2019-04-01,soybean_oil,47914164,71353.67150628148
2019-04-01,soybeans,3145226341,8955442.019372992
2019-05-01,soybean_meal,566783622,1593900.532229841
2019-05-01,soybean_oil,133640010,207874.8905496878
2019-05-01,soybeans,3252857237,9557942.476467725
2019-06-01,soybean_meal,543804835,1606343.317087594
2019-06-01,soybean_oil,90364363,140807.2285316314
2019-06-01,soybeans,2728051714,8099322.740529684
2019-07-01,soybean_meal,527975302,1472121.772586823
2019-07-01,soybean_oil,82389663,129130.9984418771
2019-07-01,soybeans,2475702491,7105670.390818946
2019-08-01,soybean_meal,471881167,1348541.098119
2019-08-01,soybean_oil,71356388,109032.0718905868
2019-08-01,soybeans,1628516111,4631223.400562026
2019-09-01,soybean_meal,444065384,1350036.655014162
2019-09-01,soybean_oil,53719755,77756.2712524879
2019-09-01,soybeans,1562372428,4405770.183420498
2019-10-01,soybean_meal,476875165,1393293.274686754
2019-10-01,soybean_oil,45519774,63850.51408909704
2019-10-01,soybeans,1704494310,4735819.066398205
2019-11-01,soybean_meal,413252025,1171476.059545517
2019-11-01,soybean_oil,17694618,21891.98603572114
2019-11-01,soybeans,1625916800,4448635.314770372
2019-12-01,soybean_meal,543725029,1618020.173813552
2019-12-01,soybean_oil,29863391,37520.53655626741
2019-12-01,soybeans,1061904048,2906495.308276703
